location,station_ID,year,month,filename
Marina Barrage,108,2013,3,Marina Barrage_108_201303.csv
Semakau Island,102,2018,7,Semakau Island_102_201807.csv
Kranji Reservoir,66,2012,5,Kranji Reservoir_66_201205.csv
Whampoa,123,2015,5,Whampoa_123_201505.csv
Upper Thomson,46,2013,12,Upper Thomson_46_201312.csv
Bukit Timah,90,2012,12,Bukit Timah_90_201212.csv
Whampoa,123,2012,11,Whampoa_123_201211.csv
Choa Chu Kang (West),11,2019,5,Choa Chu Kang (West)_11_201905.csv
Jurong (West),44,2015,9,Jurong (West)_44_201509.csv
Kranji Reservoir,66,2014,6,Kranji Reservoir_66_201406.csv
Tai Seng,43,2012,3,Tai Seng_43_201203.csv
Changi Climate Station,24,2014,6,Changi Climate Station_24_201406.csv
Tanjong Pagar,72,2012,10,Tanjong Pagar_72_201210.csv
Serangoon North,110,2013,3,Serangoon North_110_201303.csv
Botanic Garden,120,2016,11,Botanic Garden_120_201611.csv
Botanic Garden,120,2016,8,Botanic Garden_120_201608.csv
Queenstown,77,2020,4,Queenstown_77_202004.csv
Pasir Panjang,116,2017,3,Pasir Panjang_116_201703.csv
Yishun,91,2016,7,Yishun_91_201607.csv
Punggol,81,2016,8,Punggol_81_201608.csv
Toa Payoh,88,2021,12,Toa Payoh_88_202112.csv
Punggol,81,2018,9,Punggol_81_201809.csv
Macritchie Reservoir,07,2019,2,Macritchie Reservoir_07_201902.csv
Ang Mo Kio,109,2012,10,Ang Mo Kio_109_201210.csv
Lower Peirce Reservoir,08,2020,10,Lower Peirce Reservoir_08_202010.csv
Jurong Pier,33,2023,6,Jurong Pier_33_202306.csv
Chai Chee,61,2014,4,Chai Chee_61_201404.csv
Khatib,122,2015,4,Khatib_122_201504.csv
Upper Peirce Reservoir,69,2015,9,Upper Peirce Reservoir_69_201509.csv
Tengah,23,2020,2,Tengah_23_202002.csv
Kent Ridge,71,2021,5,Kent Ridge_71_202105.csv
Pasir Panjang,116,2019,1,Pasir Panjang_116_201901.csv
Ulu Pandan,35,2014,2,Ulu Pandan_35_201402.csv
Marina Barrage,108,2021,1,Marina Barrage_108_202101.csv
Chai Chee,61,2012,7,Chai Chee_61_201207.csv
Buangkok,55,2012,8,Buangkok_55_201208.csv
Mandai,40,2020,12,Mandai_40_202012.csv
Choa Chu Kang (Central),114,2023,7,Choa Chu Kang (Central)_114_202307.csv
Buona Vista,92,2013,8,Buona Vista_92_201308.csv
Botanic Garden,120,2016,7,Botanic Garden_120_201607.csv
Dhoby Ghaut,118,2020,11,Dhoby Ghaut_118_202011.csv
Nicoll Highway,119,2016,8,Nicoll Highway_119_201608.csv
Tuas South,115,2018,1,Tuas South_115_201801.csv
East Coast Parkway,107,2021,5,East Coast Parkway_107_202105.csv
Jurong Island,117,2016,9,Jurong Island_117_201609.csv
Buangkok,55,2017,4,Buangkok_55_201704.csv
Punggol,81,2024,2,Punggol_81_202402.csv
Mandai,40,2022,9,Mandai_40_202209.csv
Upper Thomson,46,2015,3,Upper Thomson_46_201503.csv
Choa Chu Kang (South),121,2024,2,Choa Chu Kang (South)_121_202402.csv
Dhoby Ghaut,118,2021,11,Dhoby Ghaut_118_202111.csv
Queenstown,77,2012,9,Queenstown_77_201209.csv
Marina Barrage,108,2014,12,Marina Barrage_108_201412.csv
Tuas South,115,2017,8,Tuas South_115_201708.csv
Upper Thomson,46,2021,3,Upper Thomson_46_202103.csv
Bukit Timah,90,2018,10,Bukit Timah_90_201810.csv
Upper Peirce Reservoir,69,2022,2,Upper Peirce Reservoir_69_202202.csv
Mandai,40,2021,9,Mandai_40_202109.csv
Yishun,91,2017,4,Yishun_91_201704.csv
Bukit Panjang,64,2018,6,Bukit Panjang_64_201806.csv
Kranji Reservoir,66,2018,1,Kranji Reservoir_66_201801.csv
Ang Mo Kio,109,2017,8,Ang Mo Kio_109_201708.csv
Newton,111,2022,9,Newton_111_202209.csv
Pulau Ubin,106,2021,7,Pulau Ubin_106_202107.csv
Pulau Ubin,106,2018,10,Pulau Ubin_106_201810.csv
Somerset (Road),79,2016,10,Somerset (Road)_79_201610.csv
Pasir Ris (West),29,2016,9,Pasir Ris (West)_29_201609.csv
Jurong (North),101,2013,8,Jurong (North)_101_201308.csv
Simei,84,2018,2,Simei_84_201802.csv
Upper Peirce Reservoir,69,2012,11,Upper Peirce Reservoir_69_201211.csv
Tuas South,115,2013,4,Tuas South_115_201304.csv
Toa Payoh,88,2017,11,Toa Payoh_88_201711.csv
Botanic Garden,120,2012,12,Botanic Garden_120_201212.csv
Tai Seng,43,2018,7,Tai Seng_43_201807.csv
Tanjong Katong,78,2015,6,Tanjong Katong_78_201506.csv
Khatib,122,2017,3,Khatib_122_201703.csv
Serangoon North,110,2013,5,Serangoon North_110_201305.csv
Buona Vista,92,2014,8,Buona Vista_92_201408.csv
Punggol,81,2012,8,Punggol_81_201208.csv
Bukit Timah,90,2016,9,Bukit Timah_90_201609.csv
Pulau Ubin,106,2017,3,Pulau Ubin_106_201703.csv
Bukit Panjang,64,2021,10,Bukit Panjang_64_202110.csv
Tuas South,115,2017,1,Tuas South_115_201701.csv
Tuas West,82,2018,10,Tuas West_82_201810.csv
Clementi,50,2023,4,Clementi_50_202304.csv
Newton,111,2013,5,Newton_111_201305.csv
Botanic Garden,120,2020,6,Botanic Garden_120_202006.csv
Ulu Pandan,35,2017,7,Ulu Pandan_35_201707.csv
Pulau Ubin,106,2014,3,Pulau Ubin_106_201403.csv
Seletar,25,2019,2,Seletar_25_201902.csv
Tanjong Pagar,72,2014,1,Tanjong Pagar_72_201401.csv
Choa Chu Kang (Central),114,2017,10,Choa Chu Kang (Central)_114_201710.csv
Chai Chee,61,2022,2,Chai Chee_61_202202.csv
Macritchie Reservoir,07,2014,8,Macritchie Reservoir_07_201408.csv
Bukit Timah,90,2016,5,Bukit Timah_90_201605.csv
Punggol,81,2019,12,Punggol_81_201912.csv
Tanjong Katong,78,2019,11,Tanjong Katong_78_201911.csv
Tuas South,115,2013,8,Tuas South_115_201308.csv
Choa Chu Kang (West),11,2021,1,Choa Chu Kang (West)_11_202101.csv
Ulu Pandan,35,2019,6,Ulu Pandan_35_201906.csv
Admiralty,104,2024,5,Admiralty_104_202405.csv
Punggol,81,2022,11,Punggol_81_202211.csv
Lim Chu Kang,112,2015,3,Lim Chu Kang_112_201503.csv
Ulu Pandan,35,2023,3,Ulu Pandan_35_202303.csv
Dhoby Ghaut,118,2014,2,Dhoby Ghaut_118_201402.csv
Kranji Reservoir,66,2020,6,Kranji Reservoir_66_202006.csv
Serangoon,36,2017,11,Serangoon_36_201711.csv
Botanic Garden,120,2013,12,Botanic Garden_120_201312.csv
Kent Ridge,71,2018,3,Kent Ridge_71_201803.csv
Clementi,50,2022,8,Clementi_50_202208.csv
Somerset (Road),79,2014,11,Somerset (Road)_79_201411.csv
Serangoon,36,2017,2,Serangoon_36_201702.csv
Tanjong Katong,78,2017,11,Tanjong Katong_78_201711.csv
Simei,84,2022,10,Simei_84_202210.csv
Tai Seng,43,2017,9,Tai Seng_43_201709.csv
Pulau Ubin,106,2018,6,Pulau Ubin_106_201806.csv
Mandai,40,2024,2,Mandai_40_202402.csv
Bukit Timah,90,2022,8,Bukit Timah_90_202208.csv
Ang Mo Kio,109,2020,7,Ang Mo Kio_109_202007.csv
Somerset (Road),79,2020,11,Somerset (Road)_79_202011.csv
East Coast Parkway,107,2024,4,East Coast Parkway_107_202404.csv
Tengah,23,2014,12,Tengah_23_201412.csv
Bukit Timah,90,2021,3,Bukit Timah_90_202103.csv
Admiralty West,105,2012,12,Admiralty West_105_201212.csv
Serangoon,36,2016,4,Serangoon_36_201604.csv
Jurong Pier,33,2016,2,Jurong Pier_33_201602.csv
Admiralty West,105,2016,2,Admiralty West_105_201602.csv
Tai Seng,43,2017,4,Tai Seng_43_201704.csv
Bukit Timah,90,2016,12,Bukit Timah_90_201612.csv
Toa Payoh,88,2015,5,Toa Payoh_88_201505.csv
Punggol,81,2017,6,Punggol_81_201706.csv
Choa Chu Kang (Central),114,2014,4,Choa Chu Kang (Central)_114_201404.csv
Bukit Timah,90,2021,7,Bukit Timah_90_202107.csv
Marine Parade,113,2019,10,Marine Parade_113_201910.csv
Choa Chu Kang (South),121,2017,10,Choa Chu Kang (South)_121_201710.csv
Tuas South,115,2015,7,Tuas South_115_201507.csv
Choa Chu Kang (Central),114,2012,7,Choa Chu Kang (Central)_114_201207.csv
Tuas South,115,2014,12,Tuas South_115_201412.csv
Serangoon,36,2018,1,Serangoon_36_201801.csv
Macritchie Reservoir,07,2021,12,Macritchie Reservoir_07_202112.csv
Botanic Garden,120,2017,1,Botanic Garden_120_201701.csv
Tanjong Katong,78,2019,4,Tanjong Katong_78_201904.csv
Kranji Reservoir,66,2012,7,Kranji Reservoir_66_201207.csv
Tuas,89,2013,2,Tuas_89_201302.csv
Admiralty,104,2020,9,Admiralty_104_202009.csv
Dhoby Ghaut,118,2017,9,Dhoby Ghaut_118_201709.csv
Jurong (North),101,2018,1,Jurong (North)_101_201801.csv
Jurong (North),101,2017,8,Jurong (North)_101_201708.csv
Botanic Garden,120,2017,9,Botanic Garden_120_201709.csv
Tanjong Katong,78,2024,2,Tanjong Katong_78_202402.csv
Kranji Reservoir,66,2021,3,Kranji Reservoir_66_202103.csv
Kranji Reservoir,66,2024,2,Kranji Reservoir_66_202402.csv
Tengah,23,2020,10,Tengah_23_202010.csv
Tuas South,115,2016,9,Tuas South_115_201609.csv
Tai Seng,43,2015,8,Tai Seng_43_201508.csv
East Coast Parkway,107,2013,10,East Coast Parkway_107_201310.csv
Upper Thomson,46,2020,8,Upper Thomson_46_202008.csv
Mandai,40,2022,11,Mandai_40_202211.csv
Nicoll Highway,119,2021,1,Nicoll Highway_119_202101.csv
Tanjong Pagar,72,2012,11,Tanjong Pagar_72_201211.csv
Admiralty,104,2017,2,Admiralty_104_201702.csv
East Coast Parkway,107,2017,4,East Coast Parkway_107_201704.csv
Admiralty,104,2016,4,Admiralty_104_201604.csv
Buona Vista,92,2014,2,Buona Vista_92_201402.csv
Choa Chu Kang (South),121,2013,2,Choa Chu Kang (South)_121_201302.csv
Bukit Timah,90,2017,1,Bukit Timah_90_201701.csv
Clementi,50,2023,5,Clementi_50_202305.csv
Pasir Ris (Central),94,2014,3,Pasir Ris (Central)_94_201403.csv
Botanic Garden,120,2017,7,Botanic Garden_120_201707.csv
Pulau Ubin,106,2014,7,Pulau Ubin_106_201407.csv
Admiralty West,105,2019,12,Admiralty West_105_201912.csv
Jurong Island,117,2020,10,Jurong Island_117_202010.csv
Queenstown,77,2016,9,Queenstown_77_201609.csv
Ulu Pandan,35,2020,9,Ulu Pandan_35_202009.csv
Pasir Ris (West),29,2016,1,Pasir Ris (West)_29_201601.csv
Sentosa Island,60,2013,8,Sentosa Island_60_201308.csv
Kranji Reservoir,66,2022,12,Kranji Reservoir_66_202212.csv
Buona Vista,92,2024,2,Buona Vista_92_202402.csv
Choa Chu Kang (Central),114,2020,10,Choa Chu Kang (Central)_114_202010.csv
Somerset (Road),79,2017,5,Somerset (Road)_79_201705.csv
Lim Chu Kang,112,2024,2,Lim Chu Kang_112_202402.csv
Jurong (West),44,2022,12,Jurong (West)_44_202212.csv
Lim Chu Kang,112,2013,9,Lim Chu Kang_112_201309.csv
Pasir Panjang,116,2015,7,Pasir Panjang_116_201507.csv
Clementi,50,2013,2,Clementi_50_201302.csv
Serangoon,36,2017,5,Serangoon_36_201705.csv
Tuas West,82,2013,8,Tuas West_82_201308.csv
Pasir Ris (West),29,2014,4,Pasir Ris (West)_29_201404.csv
Sentosa Island,60,2022,4,Sentosa Island_60_202204.csv
East Coast Parkway,107,2019,2,East Coast Parkway_107_201902.csv
Pulau Ubin,106,2017,9,Pulau Ubin_106_201709.csv
Marina Barrage,108,2012,10,Marina Barrage_108_201210.csv
Dhoby Ghaut,118,2016,7,Dhoby Ghaut_118_201607.csv
Changi Climate Station,24,2019,2,Changi Climate Station_24_201902.csv
Changi Climate Station,24,2019,7,Changi Climate Station_24_201907.csv
Jurong Island,117,2013,12,Jurong Island_117_201312.csv
Tuas,89,2023,1,Tuas_89_202301.csv
Pasir Panjang,116,2018,11,Pasir Panjang_116_201811.csv
Marina Barrage,108,2022,7,Marina Barrage_108_202207.csv
Whampoa,123,2017,7,Whampoa_123_201707.csv
Tanjong Katong,78,2022,10,Tanjong Katong_78_202210.csv
Tuas South,115,2021,9,Tuas South_115_202109.csv
Botanic Garden,120,2014,3,Botanic Garden_120_201403.csv
Kampong Bahru,31,2014,7,Kampong Bahru_31_201407.csv
Tai Seng,43,2014,12,Tai Seng_43_201412.csv
Pasir Panjang,116,2013,5,Pasir Panjang_116_201305.csv
Somerset (Road),79,2023,7,Somerset (Road)_79_202307.csv
Lower Peirce Reservoir,08,2021,1,Lower Peirce Reservoir_08_202101.csv
Admiralty West,105,2015,3,Admiralty West_105_201503.csv
Buona Vista,92,2015,9,Buona Vista_92_201509.csv
Somerset (Road),79,2021,5,Somerset (Road)_79_202105.csv
Kranji Reservoir,66,2015,8,Kranji Reservoir_66_201508.csv
Jurong (West),44,2020,4,Jurong (West)_44_202004.csv
Nicoll Highway,119,2017,8,Nicoll Highway_119_201708.csv
Punggol,81,2014,8,Punggol_81_201408.csv
Tanjong Katong,78,2022,5,Tanjong Katong_78_202205.csv
Tanjong Katong,78,2023,4,Tanjong Katong_78_202304.csv
Simei,84,2015,9,Simei_84_201509.csv
Tuas,89,2017,12,Tuas_89_201712.csv
Whampoa,123,2020,10,Whampoa_123_202010.csv
Kent Ridge,71,2022,6,Kent Ridge_71_202206.csv
Whampoa,123,2018,8,Whampoa_123_201808.csv
Changi Climate Station,24,2017,7,Changi Climate Station_24_201707.csv
Lower Peirce Reservoir,08,2013,6,Lower Peirce Reservoir_08_201306.csv
Lim Chu Kang,112,2016,9,Lim Chu Kang_112_201609.csv
Jurong (West),44,2020,11,Jurong (West)_44_202011.csv
Choa Chu Kang (South),121,2022,12,Choa Chu Kang (South)_121_202212.csv
Botanic Garden,120,2012,11,Botanic Garden_120_201211.csv
Seletar,25,2021,7,Seletar_25_202107.csv
Boon Lay (West),63,2013,11,Boon Lay (West)_63_201311.csv
Macritchie Reservoir,07,2012,8,Macritchie Reservoir_07_201208.csv
Bukit Panjang,64,2014,12,Bukit Panjang_64_201412.csv
Tengah,23,2014,1,Tengah_23_201401.csv
Lim Chu Kang,112,2014,4,Lim Chu Kang_112_201404.csv
Simei,84,2020,4,Simei_84_202004.csv
Khatib,122,2018,3,Khatib_122_201803.csv
Pasir Panjang,116,2020,8,Pasir Panjang_116_202008.csv
Marine Parade,113,2023,3,Marine Parade_113_202303.csv
Semakau Island,102,2020,7,Semakau Island_102_202007.csv
Serangoon,36,2019,4,Serangoon_36_201904.csv
Kampong Bahru,31,2012,1,Kampong Bahru_31_201201.csv
Bukit Panjang,64,2015,1,Bukit Panjang_64_201501.csv
Simei,84,2024,1,Simei_84_202401.csv
Chai Chee,61,2017,6,Chai Chee_61_201706.csv
Upper Peirce Reservoir,69,2022,7,Upper Peirce Reservoir_69_202207.csv
Kent Ridge,71,2022,3,Kent Ridge_71_202203.csv
Tanjong Katong,78,2015,11,Tanjong Katong_78_201511.csv
Upper Thomson,46,2014,5,Upper Thomson_46_201405.csv
Simei,84,2020,11,Simei_84_202011.csv
Simei,84,2024,2,Simei_84_202402.csv
Kent Ridge,71,2014,9,Kent Ridge_71_201409.csv
Tuas South,115,2016,6,Tuas South_115_201606.csv
Pasir Panjang,116,2016,9,Pasir Panjang_116_201609.csv
East Coast Parkway,107,2013,7,East Coast Parkway_107_201307.csv
Pasir Ris (Central),94,2023,1,Pasir Ris (Central)_94_202301.csv
Clementi,50,2022,3,Clementi_50_202203.csv
Botanic Garden,120,2017,10,Botanic Garden_120_201710.csv
Botanic Garden,120,2021,1,Botanic Garden_120_202101.csv
East Coast Parkway,107,2016,4,East Coast Parkway_107_201604.csv
Tai Seng,43,2014,5,Tai Seng_43_201405.csv
Lim Chu Kang,112,2012,7,Lim Chu Kang_112_201207.csv
Choa Chu Kang (South),121,2013,11,Choa Chu Kang (South)_121_201311.csv
Simei,84,2018,8,Simei_84_201808.csv
Semakau Island,102,2021,6,Semakau Island_102_202106.csv
Jurong (West),44,2013,6,Jurong (West)_44_201306.csv
Choa Chu Kang (West),11,2017,2,Choa Chu Kang (West)_11_201702.csv
Nicoll Highway,119,2018,11,Nicoll Highway_119_201811.csv
Upper Thomson,46,2014,6,Upper Thomson_46_201406.csv
Kranji Reservoir,66,2020,1,Kranji Reservoir_66_202001.csv
Bukit Panjang,64,2020,11,Bukit Panjang_64_202011.csv
Clementi,50,2017,9,Clementi_50_201709.csv
Macritchie Reservoir,07,2015,6,Macritchie Reservoir_07_201506.csv
Upper Peirce Reservoir,69,2015,2,Upper Peirce Reservoir_69_201502.csv
Buona Vista,92,2014,10,Buona Vista_92_201410.csv
Tanjong Katong,78,2018,10,Tanjong Katong_78_201810.csv
Serangoon,36,2020,8,Serangoon_36_202008.csv
Macritchie Reservoir,07,2015,7,Macritchie Reservoir_07_201507.csv
Simei,84,2012,8,Simei_84_201208.csv
Buangkok,55,2015,10,Buangkok_55_201510.csv
Kent Ridge,71,2016,11,Kent Ridge_71_201611.csv
Whampoa,123,2019,12,Whampoa_123_201912.csv
Jurong (North),101,2015,8,Jurong (North)_101_201508.csv
Pasir Ris (Central),94,2017,4,Pasir Ris (Central)_94_201704.csv
Kent Ridge,71,2016,2,Kent Ridge_71_201602.csv
Newton,111,2013,1,Newton_111_201301.csv
Serangoon,36,2016,1,Serangoon_36_201601.csv
Bukit Timah,90,2019,10,Bukit Timah_90_201910.csv
Kent Ridge,71,2013,4,Kent Ridge_71_201304.csv
Clementi,50,2014,10,Clementi_50_201410.csv
Pasir Ris (West),29,2014,9,Pasir Ris (West)_29_201409.csv
Tanjong Katong,78,2017,9,Tanjong Katong_78_201709.csv
Somerset (Road),79,2020,9,Somerset (Road)_79_202009.csv
Khatib,122,2012,3,Khatib_122_201203.csv
Admiralty,104,2013,3,Admiralty_104_201303.csv
Semakau Island,102,2018,8,Semakau Island_102_201808.csv
Lim Chu Kang,112,2023,8,Lim Chu Kang_112_202308.csv
Ulu Pandan,35,2012,11,Ulu Pandan_35_201211.csv
Jurong Island,117,2023,8,Jurong Island_117_202308.csv
Nicoll Highway,119,2017,11,Nicoll Highway_119_201711.csv
Pulau Ubin,106,2016,12,Pulau Ubin_106_201612.csv
Seletar,25,2017,9,Seletar_25_201709.csv
Bukit Timah,90,2017,5,Bukit Timah_90_201705.csv
Bukit Panjang,64,2023,9,Bukit Panjang_64_202309.csv
Toa Payoh,88,2013,11,Toa Payoh_88_201311.csv
Pasir Ris (Central),94,2021,7,Pasir Ris (Central)_94_202107.csv
Jurong (North),101,2016,9,Jurong (North)_101_201609.csv
Bukit Panjang,64,2020,2,Bukit Panjang_64_202002.csv
Tuas,89,2020,11,Tuas_89_202011.csv
Lower Peirce Reservoir,08,2023,9,Lower Peirce Reservoir_08_202309.csv
Serangoon,36,2018,9,Serangoon_36_201809.csv
Dhoby Ghaut,118,2023,1,Dhoby Ghaut_118_202301.csv
Tengah,23,2019,7,Tengah_23_201907.csv
Mandai,40,2019,7,Mandai_40_201907.csv
Jurong (West),44,2017,11,Jurong (West)_44_201711.csv
Kent Ridge,71,2020,5,Kent Ridge_71_202005.csv
Marina Barrage,108,2013,5,Marina Barrage_108_201305.csv
Bukit Timah,90,2018,1,Bukit Timah_90_201801.csv
Toa Payoh,88,2023,9,Toa Payoh_88_202309.csv
Macritchie Reservoir,07,2019,7,Macritchie Reservoir_07_201907.csv
Whampoa,123,2023,5,Whampoa_123_202305.csv
Ulu Pandan,35,2023,1,Ulu Pandan_35_202301.csv
Yishun,91,2019,8,Yishun_91_201908.csv
Simei,84,2020,12,Simei_84_202012.csv
Jurong Island,117,2020,5,Jurong Island_117_202005.csv
Kent Ridge,71,2016,1,Kent Ridge_71_201601.csv
Ulu Pandan,35,2023,12,Ulu Pandan_35_202312.csv
Buona Vista,92,2023,5,Buona Vista_92_202305.csv
Pasir Panjang,116,2022,6,Pasir Panjang_116_202206.csv
Mandai,40,2021,8,Mandai_40_202108.csv
Kranji Reservoir,66,2017,4,Kranji Reservoir_66_201704.csv
Ang Mo Kio,109,2024,4,Ang Mo Kio_109_202404.csv
Ang Mo Kio,109,2017,3,Ang Mo Kio_109_201703.csv
Pasir Ris (West),29,2024,4,Pasir Ris (West)_29_202404.csv
Pasir Panjang,116,2015,5,Pasir Panjang_116_201505.csv
Nicoll Highway,119,2023,4,Nicoll Highway_119_202304.csv
Khatib,122,2019,11,Khatib_122_201911.csv
Serangoon,36,2012,7,Serangoon_36_201207.csv
Tuas South,115,2012,10,Tuas South_115_201210.csv
Kent Ridge,71,2012,11,Kent Ridge_71_201211.csv
Yishun,91,2014,11,Yishun_91_201411.csv
Simei,84,2021,6,Simei_84_202106.csv
Clementi,50,2020,3,Clementi_50_202003.csv
Tai Seng,43,2016,2,Tai Seng_43_201602.csv
Newton,111,2019,11,Newton_111_201911.csv
Choa Chu Kang (South),121,2014,8,Choa Chu Kang (South)_121_201408.csv
Tanjong Katong,78,2012,8,Tanjong Katong_78_201208.csv
Kranji Reservoir,66,2020,7,Kranji Reservoir_66_202007.csv
Sentosa Island,60,2014,1,Sentosa Island_60_201401.csv
Punggol,81,2017,1,Punggol_81_201701.csv
Tuas West,82,2018,1,Tuas West_82_201801.csv
Simei,84,2014,8,Simei_84_201408.csv
Choa Chu Kang (South),121,2018,10,Choa Chu Kang (South)_121_201810.csv
East Coast Parkway,107,2013,12,East Coast Parkway_107_201312.csv
Marine Parade,113,2022,2,Marine Parade_113_202202.csv
Yishun,91,2019,1,Yishun_91_201901.csv
Serangoon,36,2013,3,Serangoon_36_201303.csv
Jurong Pier,33,2017,11,Jurong Pier_33_201711.csv
Clementi,50,2020,4,Clementi_50_202004.csv
Sentosa Island,60,2019,10,Sentosa Island_60_201910.csv
Buangkok,55,2018,3,Buangkok_55_201803.csv
Nicoll Highway,119,2022,6,Nicoll Highway_119_202206.csv
Macritchie Reservoir,07,2016,3,Macritchie Reservoir_07_201603.csv
Tuas South,115,2019,2,Tuas South_115_201902.csv
Buangkok,55,2018,11,Buangkok_55_201811.csv
Clementi,50,2012,1,Clementi_50_201201.csv
Upper Peirce Reservoir,69,2022,5,Upper Peirce Reservoir_69_202205.csv
Pasir Ris (West),29,2022,6,Pasir Ris (West)_29_202206.csv
Ang Mo Kio,109,2021,7,Ang Mo Kio_109_202107.csv
Punggol,81,2016,9,Punggol_81_201609.csv
East Coast Parkway,107,2014,7,East Coast Parkway_107_201407.csv
Jurong (North),101,2015,12,Jurong (North)_101_201512.csv
East Coast Parkway,107,2021,3,East Coast Parkway_107_202103.csv
Bukit Timah,90,2020,2,Bukit Timah_90_202002.csv
Dhoby Ghaut,118,2023,3,Dhoby Ghaut_118_202303.csv
Nicoll Highway,119,2016,6,Nicoll Highway_119_201606.csv
Pasir Ris (West),29,2023,11,Pasir Ris (West)_29_202311.csv
Kranji Reservoir,66,2014,2,Kranji Reservoir_66_201402.csv
Upper Peirce Reservoir,69,2016,5,Upper Peirce Reservoir_69_201605.csv
Upper Thomson,46,2015,4,Upper Thomson_46_201504.csv
Serangoon,36,2021,5,Serangoon_36_202105.csv
Somerset (Road),79,2019,12,Somerset (Road)_79_201912.csv
Bukit Timah,90,2019,4,Bukit Timah_90_201904.csv
Kampong Bahru,31,2015,6,Kampong Bahru_31_201506.csv
Semakau Island,102,2012,7,Semakau Island_102_201207.csv
Nicoll Highway,119,2013,12,Nicoll Highway_119_201312.csv
Simei,84,2023,11,Simei_84_202311.csv
Upper Peirce Reservoir,69,2018,3,Upper Peirce Reservoir_69_201803.csv
Ulu Pandan,35,2018,11,Ulu Pandan_35_201811.csv
Jurong Pier,33,2017,12,Jurong Pier_33_201712.csv
Pasir Ris (Central),94,2013,9,Pasir Ris (Central)_94_201309.csv
Simei,84,2023,12,Simei_84_202312.csv
Queenstown,77,2021,6,Queenstown_77_202106.csv
Bukit Panjang,64,2014,10,Bukit Panjang_64_201410.csv
Admiralty,104,2023,10,Admiralty_104_202310.csv
Ang Mo Kio,109,2021,10,Ang Mo Kio_109_202110.csv
Tanjong Katong,78,2012,10,Tanjong Katong_78_201210.csv
Choa Chu Kang (West),11,2016,5,Choa Chu Kang (West)_11_201605.csv
Marina Barrage,108,2015,11,Marina Barrage_108_201511.csv
Choa Chu Kang (West),11,2013,10,Choa Chu Kang (West)_11_201310.csv
Jurong (West),44,2024,6,Jurong (West)_44_202406.csv
Dhoby Ghaut,118,2013,9,Dhoby Ghaut_118_201309.csv
Dhoby Ghaut,118,2019,1,Dhoby Ghaut_118_201901.csv
Pasir Ris (West),29,2021,9,Pasir Ris (West)_29_202109.csv
Lim Chu Kang,112,2013,3,Lim Chu Kang_112_201303.csv
Whampoa,123,2020,9,Whampoa_123_202009.csv
Toa Payoh,88,2015,8,Toa Payoh_88_201508.csv
Simei,84,2022,1,Simei_84_202201.csv
Buona Vista,92,2021,6,Buona Vista_92_202106.csv
Macritchie Reservoir,07,2015,12,Macritchie Reservoir_07_201512.csv
Tuas,89,2024,2,Tuas_89_202402.csv
Pasir Ris (West),29,2016,7,Pasir Ris (West)_29_201607.csv
Somerset (Road),79,2022,12,Somerset (Road)_79_202212.csv
Serangoon,36,2019,6,Serangoon_36_201906.csv
Jurong Pier,33,2019,12,Jurong Pier_33_201912.csv
Marina Barrage,108,2021,10,Marina Barrage_108_202110.csv
Pasir Panjang,116,2016,4,Pasir Panjang_116_201604.csv
Botanic Garden,120,2018,7,Botanic Garden_120_201807.csv
Tuas South,115,2018,12,Tuas South_115_201812.csv
Pasir Ris (Central),94,2012,12,Pasir Ris (Central)_94_201212.csv
Choa Chu Kang (West),11,2021,6,Choa Chu Kang (West)_11_202106.csv
Seletar,25,2018,8,Seletar_25_201808.csv
Pasir Panjang,116,2018,2,Pasir Panjang_116_201802.csv
Dhoby Ghaut,118,2019,10,Dhoby Ghaut_118_201910.csv
Boon Lay (West),63,2015,5,Boon Lay (West)_63_201505.csv
Sentosa Island,60,2012,11,Sentosa Island_60_201211.csv
Kent Ridge,71,2014,5,Kent Ridge_71_201405.csv
Tuas,89,2013,12,Tuas_89_201312.csv
Changi Climate Station,24,2019,3,Changi Climate Station_24_201903.csv
Punggol,81,2017,12,Punggol_81_201712.csv
Upper Peirce Reservoir,69,2014,8,Upper Peirce Reservoir_69_201408.csv
Marina Barrage,108,2020,2,Marina Barrage_108_202002.csv
Seletar,25,2017,12,Seletar_25_201712.csv
East Coast Parkway,107,2018,2,East Coast Parkway_107_201802.csv
Mandai,40,2016,11,Mandai_40_201611.csv
Ulu Pandan,35,2021,11,Ulu Pandan_35_202111.csv
Botanic Garden,120,2021,4,Botanic Garden_120_202104.csv
Jurong (West),44,2023,9,Jurong (West)_44_202309.csv
Whampoa,123,2022,5,Whampoa_123_202205.csv
Admiralty,104,2016,9,Admiralty_104_201609.csv
Jurong Island,117,2014,2,Jurong Island_117_201402.csv
Marine Parade,113,2023,8,Marine Parade_113_202308.csv
Ulu Pandan,35,2020,11,Ulu Pandan_35_202011.csv
Toa Payoh,88,2015,7,Toa Payoh_88_201507.csv
Boon Lay (West),63,2014,11,Boon Lay (West)_63_201411.csv
Dhoby Ghaut,118,2013,7,Dhoby Ghaut_118_201307.csv
Somerset (Road),79,2012,7,Somerset (Road)_79_201207.csv
Pulau Ubin,106,2012,10,Pulau Ubin_106_201210.csv
Pasir Ris (Central),94,2022,2,Pasir Ris (Central)_94_202202.csv
Serangoon North,110,2015,10,Serangoon North_110_201510.csv
Boon Lay (West),63,2013,2,Boon Lay (West)_63_201302.csv
